ID,Datos ECG,Segundos,Milisegundos
216,3116,27,272
217,3144,27,288
218,3111,27,306
219,3202,27,321
220,3199,27,338
221,3267,27,354
222,3227,27,372
223,3201,27,387
224,3197,27,406
225,3472,27,421
226,3274,27,437
227,3443,27,454
228,3132,27,472
229,3216,27,487
230,3254,27,505
231,3289,27,521
232,3347,27,538
233,3401,27,554
234,3478,27,572
235,3566,27,589
236,3688,27,605
237,3808,27,622
238,3847,27,639
239,3811,27,656
240,3706,27,672
241,3456,27,689
242,3404,27,706
243,3359,27,722
244,3359,27,739
245,3395,27,754
246,3409,27,772
247,3422,27,789
248,3385,27,805
249,3386,27,824
250,3375,27,837
251,3362,27,858
252,3370,27,872
253,3378,27,888
254,3412,27,904
255,3378,27,921
256,3397,27,938
257,3395,27,954
258,3377,27,972
259,3422,27,989
260,3410,27,5
261,3436,27,20
262,3430,27,38
263,3410,27,54
264,3468,27,70
265,3509,27,88
266,3479,27,104
267,3429,27,121
268,3626,27,138
269,3772,27,154
270,3811,27,171
271,3307,28,188
272,3404,28,205
273,3444,28,222
274,3453,28,238
275,3476,28,256
276,3422,28,271
277,3535,28,288
278,3597,28,304
279,3706,28,322
280,3830,28,339
281,3851,28,355
282,3772,28,372
283,3607,28,388
284,3411,28,405
285,3289,28,422
286,3247,28,439
287,3260,28,455
288,3279,28,474
289,3288,28,488
290,3292,28,506
291,3263,28,521
292,3266,28,539
293,3268,28,555
294,3239,28,571
295,3244,28,588
296,3252,28,605
297,3235,28,621
298,3243,28,640
299,3251,28,654
300,3273,28,671
301,3268,28,689
302,3274,28,705
303,3275,28,721
304,3269,28,740
305,3296,28,756
306,3298,28,772
307,3374,28,789
308,3389,28,804
309,3281,28,821
310,3265,28,839
311,3647,28,855
312,3337,28,872
313,3432,28,888
314,3190,28,905
315,3235,28,923
316,3247,28,937
317,3268,28,957
318,3306,28,972
319,3348,28,988
320,3364,28,4
321,3490,28,21
322,3628,28,38
323,3747,28,54
324,3702,28,72
325,3646,28,88
326,3559,28,105
327,3364,28,122
328,3261,28,140
329,3226,28,154
330,3262,28,172
331,3296,29,188
332,3325,29,204
333,3334,29,221
334,3312,29,238
335,3298,29,255
336,3246,29,272
337,3233,29,287
338,3243,29,305
339,3249,29,322
340,3240,29,338
341,3249,29,354
342,3227,29,371
343,3237,29,388
344,3248,29,405
345,3250,29,422
346,3270,29,437
347,3273,29,454
348,3205,29,472
349,3328,29,488
350,3386,29,504
351,3263,29,521
352,3275,29,537
353,3618,29,555
354,3308,29,571
355,3742,29,588
356,3140,29,606
357,3199,29,621
358,3234,29,639
359,3266,29,654
360,3276,29,671
361,3315,29,689
362,3374,29,704
363,3457,29,721
364,3621,29,738
365,3793,29,754
366,3811,29,771
367,3753,29,787
368,3630,29,804
369,3394,29,822
370,3216,29,840
371,3184,29,866
372,3206,29,874
373,3231,29,888
374,3230,29,906
375,3182,29,922
376,3157,29,939
377,3131,29,955
378,3144,29,972
379,3165,29,988
380,3163,29,4
381,3185,29,22
382,3192,29,38
383,3171,29,55
384,3219,29,71
385,3245,29,88
386,3213,29,105
387,3231,29,121
388,3388,29,138
389,3319,29,172
390,3232,30,189
391,3311,30,206
392,4095,30,223
393,3164,30,239
394,3465,30,254
395,3285,30,271
396,3309,30,290
397,3352,30,322
398,3405,30,338
399,3450,30,355
400,3500,30,372
401,3603,30,388
402,3757,30,406
403,3897,30,438
404,4025,30,455
405,3991,30,471
406,3861,30,488
407,3664,30,505
408,3438,30,522
409,3318,30,555
410,3345,30,571
411,3393,30,588
412,3422,30,605
413,3431,30,621
414,3411,30,638
415,3379,30,655
416,3363,30,689
417,3475,30,705
418,3423,30,722
419,3377,30,740
420,3248,30,754
421,3436,30,770
422,3324,30,790
423,3541,30,822
424,3489,30,837
425,3411,30,855
426,3412,30,872
427,4095,30,888
428,3277,30,906
429,3526,30,922
430,3300,30,955
431,3373,30,971
432,3381,30,989
433,3435,30,4
434,3432,30,22
435,3568,30,37
436,3490,30,71
437,3633,30,89
438,3797,30,105
439,3871,30,122
440,3796,30,138
441,3665,30,155
442,3464,30,172
443,3316,31,204
444,3225,31,222
445,3222,31,238
446,3241,31,255
447,3256,31,272
448,3257,31,290
449,3232,31,321
450,3205,31,338
451,3189,31,355
452,3197,31,372
453,3162,31,388
454,3118,31,405
455,3231,31,421
456,3199,31,455
457,3074,31,471
458,3109,31,490
459,3345,31,506
460,3243,31,522
461,3501,31,540
462,2992,31,571
463,3074,31,587
464,3100,31,604
465,3144,31,620
466,3162,31,638
467,3192,31,655
468,3239,31,672
469,3301,31,705
470,3452,31,721
471,3603,31,740
472,3626,31,755
473,3511,31,771
474,3329,31,790
475,3125,31,805
476,3042,31,838
477,3011,31,855
478,3051,31,872
479,3098,31,888
480,3126,31,905
481,3143,31,922
482,3143,31,938
483,3154,31,971
484,3171,31,988
485,3164,31,5
486,3182,31,20
487,3245,31,39
488,3227,31,57
489,3148,31,87
490,3175,31,106
491,3471,31,121
492,3305,31,138
493,3500,31,156
494,3118,31,174
495,3154,32,188
496,3189,32,207
497,3240,32,238
498,3281,32,255
499,3304,32,271
500,3344,32,290
501,3423,32,304
502,3531,32,322
503,3674,32,354
504,3699,32,371
505,3602,32,390
506,3416,32,405
507,3270,32,421
508,3183,32,438
509,3172,32,472
510,3193,32,489
511,3236,32,507
512,3268,32,523
513,3253,32,538
514,3255,32,555
515,3242,32,588
516,3252,32,605
517,3257,32,621
518,3268,32,639
519,3259,32,654
520,3263,32,671
521,3265,32,687
522,3348,32,721
523,3353,32,738
524,3298,32,755
525,3312,32,771
526,3668,32,787
527,3366,32,804
528,3469,32,821
529,3297,32,855
530,3332,32,873
531,3341,32,889
532,3347,32,905
533,3363,32,921
534,3377,32,937
535,3417,32,955
536,3493,32,987
537,3637,32,5
538,3746,32,23
539,3760,32,40
540,3650,32,55
541,3492,32,73
542,3327,32,89
543,3266,32,121
544,3267,32,138
545,3276,32,155
546,3277,32,171
547,3287,33,187
548,3282,33,204
549,3311,33,238
550,3321,33,256
551,3315,33,273
552,3298,33,288
553,3310,33,304
554,3295,33,322
555,3295,33,338
556,3323,33,372
557,3320,33,389
558,3322,33,404
559,3321,33,422
560,3316,33,438
561,3295,33,454
562,3322,33,487
563,3356,33,504
564,3357,33,521
565,3395,33,538
566,3424,33,557
567,3340,33,571
568,3324,33,605
569,3497,33,621
570,3621,33,638
571,3800,33,655
572,3229,33,672
573,3332,33,687
574,3335,33,705
575,3348,33,738
576,3382,33,755
577,3420,33,772
578,3443,33,789
579,3487,33,805
580,3583,33,821
581,3701,33,838
582,3766,33,871
583,3735,33,889
584,3603,33,905
585,3426,33,923
586,3297,33,938
587,3234,33,955
588,3222,33,972
589,3253,33,4
590,3283,33,22
591,3300,33,38
592,3283,33,55
593,3288,33,71
594,3268,33,88
595,3270,33,122
596,3270,33,138
597,3281,33,154
598,3263,33,171
599,3284,34,188
600,3270,34,205
601,3274,34,221
602,3279,34,255
603,3323,34,274
604,3315,34,288
605,3317,34,306
606,3327,34,322
607,3311,34,339
608,3312,34,356
609,3317,34,389
610,3352,34,405
611,3313,34,423
612,3403,34,439
613,3418,34,457
614,3338,34,472
615,3333,34,505
616,3473,34,523
617,3639,34,541
618,3773,34,556
619,3201,34,574
620,3311,34,588
621,3298,34,606
622,3323,34,639
623,3360,34,654
624,3363,34,671
625,3384,34,689
626,3438,34,704
627,3519,34,722
628,3657,34,739
629,3755,34,773
630,3715,34,788
631,3590,34,805
632,3413,34,822
633,3286,34,840
634,3222,34,857
635,3210,34,889
636,3250,34,904
637,3258,34,921
638,3279,34,938
639,3269,34,956
640,3276,34,973
641,3276,34,988
642,3273,34,21
643,3279,34,38
644,3279,34,56
645,3279,34,73
646,3270,34,90
647,3256,34,105
648,3279,34,122
649,3297,34,155
650,3318,34,171
651,3313,35,188
652,3315,35,208
653,3311,35,221
654,3309,35,238
655,3346,35,271
656,3351,35,287
657,3368,35,305
658,3356,35,323
659,3449,35,340
660,3447,35,355
661,3371,35,373
662,3359,35,407
663,3547,35,423
664,3575,35,439
665,3790,35,456
666,3234,35,471
667,3327,35,489
668,3348,35,523
669,3383,35,539
670,3401,35,556
671,3413,35,571
672,3452,35,588
673,3502,35,605
674,3589,35,621
675,3721,35,654
676,3807,35,673
677,3740,35,688
678,3568,35,704
679,3387,35,721
680,3267,35,738
681,3212,35,756
682,3226,35,789
683,3247,35,805
684,3272,35,821
685,3294,35,838
686,3284,35,856
687,3284,35,871
688,3294,35,889
689,3294,35,923
690,3285,35,939
691,3279,35,955
692,3295,35,973
693,3273,35,989
694,3295,35,5
695,3319,35,37
696,3318,35,54
697,3327,35,72
698,3331,35,88
699,3330,35,106
700,3323,35,123
701,3336,35,139
702,3340,35,172
703,3347,36,189
704,3362,36,204
705,3358,36,223
706,3430,36,239
707,3421,36,256
708,3335,36,273
709,3352,36,305
710,3801,36,321
711,3456,36,340
712,3295,36,356
713,3275,36,373
714,3304,36,390
715,3324,36,423
716,3353,36,439
717,3369,36,455
718,3389,36,471
719,3406,36,489
720,3479,36,508
721,3618,36,539
722,3757,36,555
723,3756,36,572
724,3644,36,589
725,3467,36,607
726,3300,36,621
727,3218,36,639
728,3205,36,657
729,3207,36,688
730,3225,36,705
731,3254,36,721
732,3262,36,739
733,3258,36,754
734,3260,36,789
735,3257,36,805
736,3252,36,823
737,3258,36,839
738,3260,36,856
739,3260,36,873
740,3265,36,890
741,3282,36,922
742,3293,36,938
743,3286,36,955
744,3279,36,971
745,3305,36,988
746,3280,36,5
747,3292,36,22
748,3315,36,55
749,3317,36,73
750,3337,36,88
751,3324,36,105
752,3396,36,122
753,3375,36,140
754,3310,36,155
755,3323,37,188
756,3692,37,206
757,3362,37,221
758,3479,37,239
759,3246,37,255
760,3279,37,271
761,3305,37,307
762,3337,37,323
763,3352,37,339
764,3380,37,356
765,3419,37,372
766,3475,37,388
767,3594,37,406
768,3751,37,424
769,3782,37,454
770,3696,37,472
771,3513,37,489
772,3344,37,506
773,3228,37,523
774,3201,37,539
775,3213,37,572
776,3240,37,589
777,3286,37,606
778,3288,37,622
779,3288,37,638
780,3285,37,655
781,3291,37,690
782,3291,37,705
783,3297,37,722
784,3279,37,739
785,3267,37,756
786,3257,37,772
787,3268,37,788
788,3272,37,822
789,3283,37,839
790,3291,37,855
791,3291,37,872
792,3289,37,889
793,3291,37,905
794,3301,37,923
795,3328,37,955
796,3322,37,972
797,3387,37,988
798,3402,37,5
799,3314,37,21
800,3321,37,39
801,3541,37,71
802,3492,37,89
803,3719,37,105
804,3227,37,122
805,3310,37,140
806,3329,37,155
807,3356,38,188
808,3369,38,205
809,3384,38,221
810,3411,38,240
811,3468,38,255
812,3560,38,273
813,3709,38,288
814,3789,38,324
815,3733,38,338
816,3575,38,356
817,3384,38,373
818,3242,38,388
819,3173,38,405
820,3173,38,422
821,3212,38,455
822,3262,38,473
823,3264,38,488
824,3273,38,506
825,3269,38,523
826,3244,38,538
827,3236,38,555
828,3255,38,589
829,3246,38,605
830,3238,38,623
831,3242,38,639
832,3254,38,656
833,3257,38,673
834,3275,38,689
835,3290,38,721
836,3288,38,738
837,3288,38,755
838,3295,38,771
839,3287,38,789
840,3309,38,805
841,3317,38,838
842,3394,38,855
843,3407,38,873
844,3307,38,889
845,3320,38,906
846,3588,38,922
847,3340,38,940
848,3636,38,973
849,3245,38,988
850,3281,38,5
851,3310,38,22
852,3319,38,39
853,3333,38,55
854,3372,38,89
855,3407,38,106
856,3474,38,124
857,3583,38,138
858,3704,38,155
859,3755,38,171
860,3692,39,189
861,3538,39,222
862,3346,39,238
863,3227,39,255
864,3171,39,273
865,3149,39,288
866,3184,39,305
867,3224,39,340
868,3262,39,356
869,3258,39,372
870,3259,39,389
871,3249,39,408
872,3246,39,423
873,3246,39,439
874,3248,39,473
875,3254,39,488
876,3263,39,505
877,3256,39,523
878,3256,39,539
879,3258,39,555
880,3272,39,574
881,3296,39,605
882,3293,39,622
883,3311,39,639
884,3289,39,655
885,3351,39,675
886,3419,39,690
887,3356,39,707
888,3330,39,739
889,3378,39,756
890,3793,39,772
891,3571,39,789
892,3234,39,805
893,3318,39,822
894,3335,39,856
895,3351,39,871
896,3346,39,890
897,3363,39,907
898,3387,39,922
899,3435,39,938
900,3521,39,957
901,3683,39,990
902,3780,39,5
903,3757,39,23
904,3619,39,38
905,3427,39,55
906,3260,39,72
