ID,Datos ECG,Segundos,Milisegundos
1495,3370,30,744
1496,3288,30,762
1497,3296,30,794
1498,3315,30,811
1499,3335,30,827
1500,3349,30,846
1501,3383,30,862
1502,3446,30,878
1503,3488,30,910
1504,3587,30,930
1505,3689,30,944
1506,3731,30,962
1507,3685,30,978
1508,3482,30,997
1509,3217,30,11
1510,3089,30,44
1511,3063,30,63
1512,3054,30,78
1513,3095,30,96
1514,3092,30,112
1515,3153,30,128
1516,3206,30,160
1517,3149,30,178
1518,3167,30,193
1519,3185,30,210
1520,3189,30,227
1521,3240,30,244
1522,3177,30,261
1523,3184,30,294
1524,3225,30,310
1525,3233,30,327
1526,3254,30,345
1527,3269,30,362
1528,3259,30,378
1529,3279,30,394
1530,3294,30,428
1531,3320,30,444
1532,3284,30,461
1533,3317,30,478
1534,3405,30,495
1535,3353,30,511
1536,3329,30,528
