ID,Datos ECG,Segundos,Milisegundos
497,3553,11,605
498,3655,11,620
499,3761,11,653
500,3781,11,668
501,3681,11,685
502,3437,11,702
503,3253,11,718
504,3166,11,735
505,3151,11,768
506,3162,11,786
507,3178,11,802
508,3219,11,819
509,3244,11,836
510,3245,11,853
511,3243,11,870
512,3251,11,902
513,3260,11,918
514,3263,11,937
515,3254,11,952
516,3259,11,970
517,3269,11,986
518,3277,11,19
519,3290,11,36
520,3290,11,53
521,3302,11,69
522,3304,11,85
523,3312,11,103
524,3319,11,120
525,3330,11,152
526,3402,11,169
527,3449,11,186
528,3352,11,204
529,3309,11,220
530,3518,11,236
531,3614,11,252
532,3900,11,285
533,3400,11,302
534,3317,11,319
535,3318,11,335
536,3332,11,351
537,3355,11,370
538,3357,11,403
539,3400,11,419
540,3450,11,435
541,3509,11,452
542,3599,11,469
543,3699,11,485
544,3750,11,501
545,3701,11,521
546,3533,11,551
547,3305,11,568
548,3188,12,585
549,3151,12,601
550,3152,12,618
551,3152,12,654
552,3183,12,668
553,3206,12,686
554,3227,12,702
555,3240,12,720
556,3254,12,735
557,3244,12,753
558,3250,12,786
559,3256,12,803
560,3260,12,820
561,3278,12,838
562,3288,12,853
563,3294,12,870
564,3296,12,886
565,3307,12,920
566,3296,12,935
567,3313,12,952
568,3335,12,969
569,3328,12,985
570,3434,12,2
571,3463,12,35
572,3406,12,52
573,3328,12,68
574,3449,12,85
575,3796,12,102
576,3850,12,118
577,3459,12,135
578,3316,12,170
579,3332,12,186
580,3345,12,203
581,3360,12,219
582,3381,12,236
583,3428,12,251
584,3454,12,286
585,3524,12,303
586,3620,12,319
587,3743,12,336
588,3807,12,352
589,3788,12,369
590,3627,12,387
591,3355,12,422
592,3209,12,436
593,3163,12,453
594,3163,12,470
595,3152,12,487
596,3194,12,503
597,3215,12,519
598,3222,12,552
599,3231,12,568
600,3218,13,585
601,3222,13,604
602,3213,13,619
603,3217,13,637
604,3226,13,653
605,3219,13,687
606,3234,13,703
607,3245,13,718
608,3254,13,735
609,3242,13,753
610,3250,13,769
611,3238,13,802
612,3242,13,818
613,3301,13,836
614,3336,13,853
615,3396,13,870
616,3301,13,887
617,3268,13,903
618,3540,13,935
619,3297,13,954
620,3635,13,970
621,3336,13,988
622,3258,13,3
623,3257,13,19
624,3278,13,36
625,3317,13,69
626,3341,13,86
627,3367,13,103
628,3430,13,119
629,3492,13,136
630,3596,13,153
631,3727,13,186
632,3756,13,202
633,3688,13,220
634,3450,13,235
635,3223,13,254
636,3124,13,269
637,3094,13,285
638,3103,13,319
639,3130,13,335
640,3154,13,351
641,3186,13,369
642,3198,13,387
643,3210,13,403
644,3211,13,436
645,3206,13,452
646,3194,13,469
647,3206,13,487
648,3217,13,504
649,3235,13,520
650,3225,13,536
651,3225,13,568
652,3245,14,587
653,3260,14,604
654,3260,14,621
655,3281,14,638
656,3279,14,652
657,3280,14,668
658,3392,14,702
659,3406,14,719
660,3389,14,735
661,3290,14,752
662,3336,14,772
663,3798,14,785
664,3640,14,819
665,3479,14,836
666,3322,14,852
667,3304,14,868
668,3321,14,885
669,3350,14,902
670,3378,14,919
671,3397,14,952
672,3442,14,968
673,3489,14,985
674,3559,14,5
675,3682,14,19
676,3763,14,35
677,3754,14,68
678,3628,14,86
679,3395,14,103
680,3223,14,119
681,3169,14,136
682,3140,14,153
683,3146,14,170
684,3172,14,187
685,3191,14,218
686,3221,14,236
687,3235,14,253
688,3231,14,269
689,3227,14,285
690,3227,14,303
691,3236,14,337
692,3242,14,352
693,3251,14,369
694,3245,14,387
695,3252,14,402
696,3267,14,420
697,3279,14,436
698,3290,14,469
699,3286,14,485
700,3294,14,502
701,3297,14,519
702,3306,14,537
703,3426,14,553
704,3429,15,586
705,3420,15,602
706,3312,15,619
707,3323,15,636
708,3795,15,652
709,3575,15,670
710,3512,15,686
711,3317,15,718
712,3302,15,735
713,3318,15,753
714,3356,15,769
715,3375,15,786
716,3404,15,804
717,3439,15,820
718,3496,15,853
719,3577,15,870
720,3683,15,887
721,3769,15,903
722,3769,15,918
723,3661,15,935
724,3417,15,969
725,3236,15,986
726,3172,15,2
727,3152,15,19
728,3171,15,36
729,3182,15,53
730,3214,15,69
731,3237,15,88
732,3258,15,119
733,3261,15,135
734,3247,15,152
735,3257,15,169
736,3238,15,185
737,3252,15,219
738,3271,15,236
739,3276,15,252
740,3283,15,269
741,3289,15,285
742,3302,15,301
743,3284,15,319
744,3302,15,352
745,3320,15,370
746,3315,15,386
747,3334,15,402
748,3436,15,420
749,3473,15,436
750,3407,15,453
751,3327,15,485
752,3419,15,503
753,3803,15,521
754,3812,15,537
755,3463,15,553
756,3323,15,570
757,3321,16,601
758,3342,16,620
759,3376,16,636
760,3400,16,651
761,3427,16,668
762,3465,16,686
763,3512,16,702
764,3625,16,736
765,3734,16,752
766,3795,16,768
767,3773,16,785
768,3614,16,804
769,3332,16,820
770,3175,16,837
771,3126,16,869
772,3117,16,886
773,3112,16,902
774,3138,16,920
775,3169,16,935
776,3182,16,952
777,3195,16,986
778,3184,16,2
779,3185,16,21
780,3199,16,36
781,3200,16,53
782,3201,16,68
783,3203,16,86
784,3206,16,118
785,3207,16,135
786,3198,16,152
787,3220,16,168
788,3233,16,185
789,3230,16,202
790,3236,16,237
791,3255,16,252
792,3357,16,270
793,3391,16,286
794,3345,16,303
795,3266,16,319
796,3351,16,338
797,3687,16,370
798,3637,16,386
799,3404,16,403
800,3277,16,420
801,3280,16,436
802,3296,16,455
803,3317,16,486
804,3352,16,503
805,3379,16,519
806,3425,16,537
807,3492,16,553
808,3569,16,569
809,3694,17,585
810,3753,17,620
811,3746,17,635
812,3599,17,652
813,3342,17,669
814,3183,17,685
815,3121,17,702
816,3115,17,718
817,3126,17,752
818,3158,17,769
819,3191,17,785
820,3209,17,802
821,3208,17,819
822,3219,17,836
823,3210,17,853
824,3215,17,885
825,3224,17,904
826,3231,17,919
827,3246,17,937
828,3258,17,953
829,3269,17,970
830,3261,17,3
831,3284,17,20
832,3290,17,38
833,3299,17,55
834,3297,17,70
835,3316,17,86
836,3320,17,103
837,3436,17,136
838,3435,17,153
839,3412,17,170
840,3309,17,188
841,3368,17,202
842,3803,17,218
843,3715,17,253
844,3494,17,270
845,3315,17,285
846,3313,17,302
847,3321,17,319
848,3355,17,335
849,3377,17,352
850,3393,17,385
851,3437,17,403
852,3502,17,418
853,3581,17,436
854,3683,17,452
855,3766,17,468
856,3751,17,502
857,3632,17,519
858,3396,17,535
859,3236,17,552
860,3166,17,569
861,3151,18,585
862,3160,18,603
863,3188,18,621
864,3213,18,652
865,3220,18,669
866,3241,18,686
867,3239,18,702
868,3235,18,719
869,3229,18,736
870,3243,18,768
871,3239,18,787
872,3251,18,803
873,3253,18,819
874,3269,18,836
875,3252,18,851
876,3265,18,870
877,3269,18,902
878,3277,18,921
879,3278,18,935
880,3297,18,951
881,3321,18,970
882,3398,18,986
883,3440,18,18
884,3365,18,35
885,3309,18,52
886,3501,18,69
887,3592,18,86
888,3887,18,104
889,3397,18,119
890,3283,18,153
891,3295,18,170
892,3315,18,186
893,3341,18,202
894,3360,18,218
895,3382,18,236
896,3436,18,269
897,3500,18,285
898,3605,18,304
899,3714,18,319
900,3775,18,336
901,3719,18,352
902,3540,18,369
903,3297,18,387
904,3167,18,419
905,3129,18,435
906,3119,18,452
907,3148,18,471
908,3168,18,486
909,3190,18,502
910,3212,18,536
911,3210,18,552
912,3220,18,569
913,3226,19,585
914,3228,19,602
915,3238,19,620
916,3237,19,652
917,3252,19,669
918,3269,19,685
919,3258,19,701
920,3284,19,719
921,3284,19,735
922,3287,19,754
923,3300,19,785
924,3316,19,804
925,3317,19,819
926,3443,19,839
927,3451,19,856
928,3440,19,873
929,3336,19,888
930,3350,19,905
931,3858,19,937
932,3600,19,953
933,3481,19,971
934,3358,19,987
935,3327,19,3
936,3347,19,20
937,3396,19,52
938,3415,19,70
939,3433,19,86
940,3468,19,105
941,3530,19,120
942,3611,19,137
943,3732,19,169
944,3818,19,186
945,3819,19,204
946,3687,19,219
947,3423,19,237
948,3218,19,253
949,3138,19,286
950,3114,19,303
951,3126,19,319
952,3166,19,335
953,3199,19,353
954,3216,19,368
955,3209,19,386
956,3212,19,419
957,3209,19,437
958,3211,19,453
959,3219,19,470
960,3233,19,487
961,3241,19,504
962,3229,19,520
963,3248,19,538
964,3239,19,569
965,3248,20,586
966,3243,20,604
967,3258,20,620
968,3256,20,636
969,3323,20,670
970,3338,20,687
971,3341,20,703
972,3235,20,720
973,3254,20,737
974,3685,20,753
975,3346,20,771
976,3368,20,803
977,3256,20,819
978,3239,20,836
979,3251,20,854
980,3291,20,870
981,3320,20,886
982,3335,20,903
983,3383,20,936
984,3429,20,952
985,3527,20,970
986,3643,20,986
987,3758,20,2
988,3738,20,19
989,3641,20,52
990,3375,20,70
991,3187,20,86
992,3122,20,103
993,3106,20,120
994,3119,20,137
995,3128,20,153
996,3158,20,186
997,3201,20,203
998,3214,20,221
999,3210,20,236
1000,3215,20,253
1001,3226,20,270
1002,3220,20,286
1003,3231,20,320
1004,3232,20,337
1005,3250,20,353
1006,3246,20,370
1007,3259,20,386
1008,3255,20,403
1009,3268,20,436
1010,3277,20,453
1011,3289,20,470
1012,3290,20,486
1013,3411,20,503
1014,3431,20,519
1015,3378,20,536
1016,3305,20,571
1017,3393,21,586
1018,3776,21,605
1019,3816,21,620
1020,3457,21,636
1021,3316,21,661
1022,3296,21,677
1023,3334,21,693
1024,3353,21,709
1025,3376,21,741
1026,3409,21,757
1027,3439,21,773
1028,3508,21,789
1029,3590,21,805
1030,3708,21,837
1031,3793,21,853
1032,3767,21,869
1033,3619,21,901
1034,3371,21,903
1035,3212,21,933
1036,3151,21,949
1037,3148,21,965
1038,3170,21,981
1039,3179,21,997
1040,3205,21,29
1041,3222,21,45
1042,3227,21,61
1043,3229,21,77
1044,3225,21,93
1045,3240,21,125
1046,3245,21,140
1047,3251,21,155
1048,3246,21,170
1049,3258,21,200
1050,3245,21,215
1051,3262,21,231
1052,3286,21,246
1053,3295,21,277
1054,3299,21,294
1055,3312,21,308
1056,3301,21,323
1057,3338,21,355
1058,3425,21,371
1059,3474,21,387
1060,3366,21,419
1061,3303,21,421
1062,3528,21,451
1063,3569,21,467
1064,3894,21,483
1065,3387,21,499
1066,3313,21,515
1067,3307,21,545
1068,3333,21,561
1069,3352,22,577
1070,3388,22,593
1071,3419,22,609
1072,3475,22,641
1073,3527,22,657
1074,3608,22,673
1075,3718,22,689
1076,3761,22,705
1077,3717,22,737
1078,3545,22,768
1079,3306,22,784
1080,3192,22,799
1081,3142,22,814
1082,3154,22,830
1083,3172,22,845
1084,3209,22,860
1085,3234,22,891
1086,3249,22,907
1087,3246,22,939
1088,3236,22,940
1089,3234,22,970
1090,3250,22,986
1091,3257,22,1
1092,3255,22,16
1093,3268,22,32
1094,3274,22,64
1095,3280,22,80
1096,3296,22,96
1097,3296,22,111
1098,3305,22,127
1099,3311,22,159
1100,3321,22,175
1101,3352,22,191
1102,3418,22,207
1103,3464,22,239
1104,3381,22,271
1105,3330,22,287
1106,3570,22,303
1107,3560,22,319
1108,3874,22,335
1109,3405,22,351
1110,3323,22,367
1111,3326,22,383
1112,3365,22,398
1113,3379,22,430
1114,3430,22,446
1115,3440,22,462
1116,3484,22,477
1117,3563,22,493
1118,3660,22,538
1119,3772,22,554
1120,3815,22,569
1121,3762,23,584
1122,3561,23,600
1123,3337,23,615
1124,3196,23,631
1125,3165,23,647
1126,3162,23,679
1127,3177,23,695
1128,3215,23,711
1129,3229,23,727
1130,3239,23,742
1131,3235,23,774
1132,3248,23,806
1133,3236,23,807
1134,3254,23,838
1135,3247,23,854
1136,3237,23,869
1137,3268,23,884
1138,3271,23,900
1139,3274,23,916
1140,3268,23,948
1141,3297,23,964
1142,3279,23,980
1143,3285,23,996
1144,3385,23,12
1145,3387,23,43
1146,3390,23,59
1147,3277,23,75
1148,3275,23,106
1149,3708,23,107
1150,3363,23,138
1151,3434,23,153
1152,3336,23,168
1153,3288,23,184
1154,3290,23,215
1155,3305,23,231
1156,3334,23,247
1157,3359,23,263
1158,3394,23,279
1159,3461,23,311
1160,3533,23,328
1161,3638,23,343
1162,3728,23,359
1163,3742,23,375
1164,3617,23,405
1165,3336,23,421
1166,3148,23,437
1167,3063,23,453
1168,3039,23,485
1169,3047,23,501
1170,3088,23,517
1171,3121,23,533
1172,3154,23,549
1173,3161,24,581
1174,3155,24,597
1175,3151,24,613
1176,3162,24,629
1177,3160,24,645
1178,3172,24,676
1179,3180,24,691
1180,3190,24,722
1181,3202,24,737
1182,3212,24,752
1183,3222,24,769
1184,3239,24,784
1185,3240,24,800
1186,3258,24,815
1187,3359,24,846
1188,3370,24,861
1189,3255,24,877
1190,3287,24,893
1191,3615,24,940
1192,3360,24,941
1193,3631,24,972
1194,3345,24,988
1195,3303,24,3
1196,3308,24,19
1197,3330,24,34
1198,3358,24,49
1199,3391,24,65
1200,3415,24,97
1201,3449,24,113
1202,3530,24,129
1203,3611,24,145
1204,3716,24,161
1205,3745,24,193
1206,3678,24,209
1207,3449,24,239
1208,3255,24,255
1209,3162,24,274
1210,3140,24,275
1211,3160,24,303
1212,3174,24,319
1213,3196,24,335
1214,3202,24,365
1215,3233,24,381
1216,3231,24,396
1217,3227,24,411
1218,3234,24,443
1219,3235,24,474
1220,3233,24,490
1221,3248,24,507
1222,3242,24,522
1223,3260,24,537
1224,3271,24,552
1225,3272,24,568
1226,3293,25,584
1227,3292,25,616
1228,3271,25,632
1229,3345,25,649
1230,3413,25,664
1231,3339,25,679
1232,3346,25,711
1233,3513,25,741
1234,3708,25,757
1235,3884,25,773
1236,3445,25,788
1237,3346,25,803
1238,3342,25,819
1239,3365,25,835
1240,3385,25,851
1241,3405,25,883
1242,3425,25,899
1243,3463,25,915
1244,3534,25,931
1245,3618,25,947
1246,3719,25,979
1247,3768,25,994
1248,3740,25,10
1249,3558,25,41
1250,3308,25,56
1251,3165,25,72
1252,3124,25,86
1253,3108,25,101
1254,3147,25,133
1255,3187,25,149
1256,3197,25,165
1257,3208,25,180
1258,3225,25,211
1259,3232,25,227
1260,3237,25,243
1261,3248,25,274
1262,3271,25,289
1263,3271,25,305
1264,3281,25,321
1265,3291,25,336
1266,3308,25,351
1267,3309,25,384
1268,3302,25,399
1269,3323,25,415
1270,3324,25,431
1271,3313,25,447
1272,3388,25,479
1273,3417,25,495
1274,3347,25,511
1275,3359,25,541
1276,3599,25,542
1277,3619,25,573
1278,3951,26,588
1279,3471,26,604
1280,3377,26,619
1281,3384,26,651
1282,3407,26,666
1283,3427,26,682
1284,3436,26,697
1285,3482,26,728
1286,3510,26,744
1287,3554,26,774
1288,3667,26,789
1289,3765,26,805
1290,3817,26,820
1291,3759,26,836
1292,3547,26,851
1293,3322,26,867
1294,3190,26,899
1295,3137,26,915
1296,3155,26,930
1297,3176,26,962
1298,3198,26,977
1299,3224,26,997
1300,3235,26,11
1301,3236,26,28
1302,3239,26,45
1303,3234,26,61
1304,3238,26,93
1305,3236,26,112
1306,3230,26,129
1307,3240,26,147
1308,3243,26,161
1309,3259,26,178
1310,3262,26,195
1311,3274,26,227
1312,3274,26,243
1313,3249,26,260
1314,3240,26,279
1315,3321,26,294
1316,3325,26,311
1317,3239,26,328
1318,3247,26,360
1319,3580,26,377
1320,3253,26,393
1321,3534,26,412
1322,3322,26,426
1323,3263,26,444
1324,3277,26,477
1325,3296,26,494
1326,3321,26,510
1327,3345,26,528
1328,3385,26,546
1329,3425,26,560
1330,3503,27,577
1331,3597,27,611
1332,3713,27,628
1333,3739,27,643
1334,3641,27,662
1335,3380,27,678
1336,3154,27,694
1337,3081,27,712
1338,3051,27,745
1339,3054,27,761
1340,3078,27,777
1341,3112,27,795
1342,3141,27,811
1343,3167,27,830
1344,3180,27,860
1345,3176,27,877
1346,3172,27,894
1347,3174,27,911
1348,3185,27,927
1349,3182,27,944
1350,3215,27,960
1351,3235,27,994
1352,3241,27,11
1353,3258,27,26
1354,3266,27,44
1355,3257,27,62
1356,3270,27,79
1357,3259,27,110
1358,3349,27,127
1359,3372,27,145
1360,3299,27,160
1361,3321,27,179
1362,3610,27,195
1363,3443,27,211
1364,3813,27,244
1365,3397,27,262
1366,3336,27,277
1367,3350,27,294
1368,3372,27,311
1369,3391,27,327
1370,3417,27,344
1371,3449,27,377
1372,3488,27,393
1373,3556,27,412
1374,3652,27,428
1375,3756,27,444
1376,3774,27,461
1377,3718,27,494
1378,3487,27,511
1379,3267,27,527
1380,3161,27,544
1381,3140,27,560
1382,3129,28,577
1383,3159,28,596
1384,3179,28,628
1385,3213,28,645
1386,3217,28,660
1387,3235,28,678
1388,3230,28,693
1389,3256,28,711
1390,3240,28,729
1391,3264,28,760
1392,3275,28,777
1393,3265,28,794
1394,3269,28,811
1395,3278,28,829
1396,3264,28,845
1397,3283,28,876
1398,3298,28,895
1399,3306,28,912
1400,3279,28,928
1401,3338,28,946
1402,3403,28,961
1403,3318,28,995
1404,3334,28,10
1405,3508,28,28
1406,3705,28,45
1407,3909,28,60
1408,3442,28,77
1409,3333,28,96
1410,3339,28,127
1411,3363,28,144
1412,3377,28,160
1413,3398,28,177
1414,3413,28,194
1415,3469,28,211
1416,3514,28,227
1417,3606,28,260
1418,3721,28,277
1419,3770,28,293
1420,3728,28,312
1421,3526,28,329
1422,3308,28,343
1423,3166,28,378
1424,3124,28,394
1425,3113,28,410
1426,3146,28,426
1427,3176,28,445
1428,3226,28,461
1429,3228,28,477
1430,3239,28,511
1431,3239,28,527
1432,3239,28,544
1433,3236,28,561
1434,3253,29,578
1435,3243,29,594
1436,3264,29,612
1437,3288,29,645
1438,3262,29,661
1439,3278,29,678
1440,3280,29,696
1441,3304,29,712
1442,3312,29,729
1443,3276,29,761
1444,3305,29,779
1445,3387,29,796
1446,3353,29,812
1447,3320,29,828
1448,3352,29,843
1449,3819,29,860
1450,3502,29,894
1451,3508,29,910
1452,3413,29,926
1453,3387,29,944
1454,3398,29,960
1455,3418,29,977
1456,3439,29,994
1457,3484,29,27
1458,3511,29,44
1459,3555,29,61
1460,3627,29,79
1461,3718,29,94
1462,3829,29,112
1463,3830,29,143
1464,3702,29,162
1465,3432,29,177
1466,3222,29,195
1467,3132,29,210
1468,3117,29,227
1469,3112,29,243
1470,3156,29,277
1471,3184,29,294
1472,3207,29,310
1473,3215,29,326
1474,3225,29,344
1475,3220,29,361
1476,3222,29,378
1477,3219,29,411
1478,3222,29,427
1479,3214,29,444
1480,3218,29,461
1481,3225,29,478
1482,3231,29,494
1483,3237,29,529
1484,3235,29,543
1485,3253,29,562
1486,3261,30,579
1487,3226,30,593
1488,3292,30,611
1489,3338,30,628
1490,3276,30,661
1491,3287,30,678
1492,3466,30,696
1493,3573,30,711
1494,3809,30,728
