ID,Datos ECG,Segundos,Milisegundos
237,3264,57,477
238,3088,57,493
239,4095,57,510
240,3427,57,527
241,3296,57,543
242,3246,57,560
243,3246,57,580
244,3262,57,594
245,3287,57,613
246,3300,57,628
247,3349,57,645
248,3406,57,660
249,3466,57,679
250,3573,57,694
251,3623,57,712
252,3670,57,729
253,3581,57,744
254,3375,57,762
255,3281,57,777
256,3245,57,795
257,3240,57,812
258,3233,57,827
259,3233,57,843
260,3240,57,860
261,3207,57,879
262,3235,57,893
263,3219,57,910
264,3230,57,927
265,3240,57,943
266,3241,57,960
267,3253,57,977
268,3257,57,995
269,3263,57,13
270,3267,57,27
271,3255,57,44
272,3264,57,60
273,3334,57,77
274,3356,57,94
275,3266,57,110
276,3232,57,127
277,3226,57,144
278,3235,57,160
279,3213,57,177
280,3244,57,194
281,4095,57,210
282,3311,57,228
283,3250,57,243
284,3183,57,261
285,3208,57,277
286,3227,57,295
287,3243,57,310
288,3292,57,327
289,3327,57,344
290,3365,57,360
291,3443,57,379
292,3556,57,394
293,3617,58,411
294,3630,58,428
295,3495,58,445
296,3349,58,461
297,3217,58,477
298,3190,58,493
299,3182,58,511
300,3192,58,528
301,3205,58,544
302,3193,58,562
303,3218,58,580
304,3190,58,595
305,3199,58,611
306,3197,58,627
307,3206,58,644
308,3215,58,660
309,3231,58,677
310,3231,58,693
311,3244,58,710
312,3260,58,728
313,3271,58,745
314,3296,58,760
315,3364,58,777
316,3401,58,794
317,3304,58,810
318,3270,58,828
319,3288,58,844
320,3267,58,860
321,3254,58,877
322,3156,58,894
323,4095,58,911
324,3375,58,929
325,3274,58,943
326,3228,58,961
327,3211,58,978
328,3260,58,994
329,3267,58,11
330,3296,58,28
331,3348,58,45
332,3422,58,61
333,3462,58,78
334,3568,58,95
335,3646,58,110
336,3651,58,127
337,3543,58,143
338,3352,58,161
339,3230,58,178
340,3196,58,195
341,3195,58,213
342,3197,58,228
343,3218,58,245
344,3228,58,260
345,3220,58,277
346,3222,58,294
347,3234,58,310
348,3259,58,328
349,3215,58,346
350,3226,58,360
351,3238,58,379
352,3240,58,393
353,3247,59,411
354,3276,59,427
355,3271,59,445
356,3286,59,461
357,3310,59,477
358,3370,59,494
359,3413,59,510
360,3380,59,527
361,3305,59,544
362,3302,59,560
363,3285,59,578
364,3301,59,594
365,3077,59,610
366,4095,59,628
367,4095,59,644
368,3284,59,660
369,3258,59,678
370,3254,59,694
371,3256,59,710
372,3271,59,730
373,3292,59,744
374,3317,59,760
375,3356,59,777
376,3426,59,794
377,3516,59,812
378,3599,59,828
379,3669,59,843
380,3633,59,860
381,3459,59,877
382,3290,59,911
383,3210,59,928
384,3200,59,943
385,3202,59,963
386,3237,59,976
387,3206,59,995
388,3215,59,11
389,3226,59,28
390,3215,59,45
391,3223,59,61
392,3224,59,78
393,3210,59,95
394,3226,59,111
395,3232,59,128
396,3233,59,145
397,3272,59,177
398,3263,59,193
399,3303,59,210
400,3379,59,228
401,3416,59,244
402,3359,59,260
403,3298,59,277
404,3278,59,294
405,3284,59,312
406,3269,59,328
407,3039,59,346
408,4095,59,360
409,3858,59,378
410,3260,0,395
411,3225,0,428
412,3211,0,444
413,3249,0,460
414,3261,0,477
415,3298,0,494
416,3341,0,510
417,3395,0,527
418,3450,0,544
419,3559,0,561
420,3630,0,577
421,3675,0,594
422,3610,0,610
423,3418,0,627
424,3262,0,644
425,3222,0,662
426,3199,0,694
427,3205,0,710
428,3239,0,727
429,3225,0,744
430,3255,0,761
431,3248,0,778
432,3259,0,794
433,3261,0,810
434,3275,0,827
435,3250,0,845
436,3252,0,860
437,3257,0,877
438,3258,0,894
439,3293,0,910
440,3382,0,944
441,3407,0,960
442,3333,0,977
443,3298,0,995
444,3303,0,10
445,3286,0,27
446,3296,0,44
447,3032,0,62
448,4095,0,78
449,3674,0,94
450,3260,0,111
451,3251,0,128
452,3242,0,145
453,3250,0,162
454,3291,0,195
455,3300,0,211
456,3347,0,228
457,3401,0,244
458,3481,0,262
459,3578,0,277
460,3634,0,295
461,3672,0,312
462,3579,0,328
463,3359,0,345
464,3243,0,362
465,3172,0,380
466,3165,0,394
467,3171,1,411
468,3174,1,428
469,3196,1,461
470,3214,1,478
471,3239,1,495
472,3244,1,511
473,3242,1,528
474,3246,1,544
475,3235,1,561
476,3255,1,577
477,3243,1,594
478,3242,1,611
479,3292,1,627
480,3341,1,644
481,3353,1,660
482,3271,1,677
483,3260,1,695
484,3252,1,729
485,3272,1,745
486,3267,1,760
487,3241,1,777
488,4095,1,794
489,3320,1,811
490,3257,1,827
491,3213,1,845
492,3192,1,861
493,3215,1,877
494,3246,1,894
495,3267,1,910
496,3350,1,927
497,3392,1,944
498,3472,1,979
499,3565,1,994
500,3642,1,10
501,3636,1,27
502,3507,1,44
503,3327,1,62
504,3226,1,77
505,3200,1,95
506,3191,1,111
507,3204,1,127
508,3204,1,145
509,3196,1,161
510,3229,1,177
511,3217,1,194
512,3233,1,211
513,3225,1,245
514,3216,1,260
