ID,Datos ECG,Segundos,Milisegundos
263,3250,8,65
264,3257,8,81
265,3279,8,98
266,3294,8,115
267,3306,8,130
268,3306,8,165
269,3291,8,181
270,3268,8,197
271,3337,8,213
272,3397,8,232
273,3330,8,247
274,3351,8,264
275,3580,8,297
276,3676,8,315
277,3871,8,330
278,3361,8,348
279,3339,8,364
280,3362,8,380
281,3370,9,399
282,3390,9,430
283,3405,9,447
284,3428,9,465
285,3472,9,482
286,3549,9,498
287,3632,9,515
288,3749,9,546
289,3772,9,565
290,3694,9,581
291,3480,9,598
292,3268,9,613
293,3168,9,632
294,3148,9,648
295,3150,9,681
296,3163,9,697
297,3175,9,714
298,3204,9,731
299,3208,9,747
300,3240,9,765
301,3229,9,798
302,3219,9,814
303,3210,9,830
304,3206,9,847
305,3210,9,865
306,3242,9,880
307,3254,9,897
308,3262,9,931
309,3253,9,947
310,3271,9,965
311,3281,9,980
312,3279,9,997
313,3304,9,13
314,3295,9,31
315,3298,9,64
316,3384,9,80
317,3382,9,98
318,3331,9,113
319,3352,9,131
320,3803,9,148
321,3626,9,165
322,3512,9,197
323,3353,9,214
324,3347,9,230
325,3346,9,246
326,3373,9,263
327,3400,9,280
328,3428,9,314
329,3462,9,331
330,3508,9,347
331,3599,9,364
332,3697,9,380
333,3797,10,398
334,3816,10,414
335,3694,10,448
336,3463,10,465
337,3259,10,481
338,3184,10,496
339,3176,10,514
340,3187,10,530
341,3225,10,549
342,3244,10,582
343,3238,10,596
344,3244,10,616
345,3252,10,630
346,3248,10,649
347,3257,10,664
348,3255,10,683
349,3267,10,715
350,3268,10,731
351,3260,10,748
352,3271,10,764
353,3299,10,780
354,3307,10,814
355,3306,10,831
356,3333,10,848
357,3290,10,864
358,3342,10,880
359,3404,10,898
360,3328,10,915
361,3349,10,934
362,3426,10,965
363,3798,10,981
364,3743,10,997
365,3406,10,14
366,3343,10,31
367,3352,10,47
368,3370,10,81
369,3394,10,97
370,3405,10,114
371,3417,10,132
372,3478,10,148
373,3549,10,164
374,3667,10,196
375,3768,10,214
376,3836,10,230
377,3781,10,247
378,3571,10,265
379,3267,10,281
380,3120,10,297
381,3075,10,331
382,3045,10,347
383,3068,10,363
384,3100,10,380
385,3128,11,398
386,3163,11,413
387,3186,11,430
388,3169,11,463
389,3155,11,482
390,3151,11,498
391,3160,11,514
392,3163,11,531
393,3168,11,547
394,3182,11,565
395,3186,11,596
396,3193,11,616
397,3188,11,633
398,3175,11,647
399,3214,11,664
400,3300,11,682
401,3285,11,715
402,3243,11,730
403,3258,11,748
404,3643,11,764
405,3338,11,781
406,3368,11,798
407,3301,11,832
408,3293,11,848
409,3289,11,864
410,3314,11,880
411,3342,11,898
412,3378,11,915
413,3409,11,930
414,3474,11,964
415,3546,11,980
416,3655,11,997
417,3757,11,14
418,3731,11,30
419,3617,11,48
420,3362,11,65
421,3179,11,97
422,3112,11,114
423,3078,11,131
424,3105,11,149
425,3131,11,165
426,3155,11,180
427,3208,11,198
428,3213,11,230
429,3214,11,249
430,3195,11,264
431,3186,11,282
432,3222,11,299
433,3218,11,314
434,3247,11,348
435,3226,11,365
436,3244,11,380
437,3234,12,396
438,3255,12,414
439,3274,12,432
440,3284,12,447
441,3276,12,482
442,3275,12,498
443,3327,12,515
444,3365,12,530
445,3300,12,548
446,3344,12,564
447,3595,12,598
448,3520,12,614
449,3750,12,630
450,3345,12,647
451,3323,12,665
452,3342,12,682
453,3377,12,698
454,3400,12,730
455,3412,12,748
456,3449,12,763
457,3478,12,781
458,3543,12,800
459,3656,12,817
460,3757,12,831
461,3789,12,865
462,3719,12,880
463,3476,12,897
464,3270,12,916
465,3182,12,932
466,3167,12,947
467,3181,12,980
468,3193,12,997
469,3215,12,14
470,3220,12,30
471,3236,12,47
472,3236,12,63
473,3222,12,82
474,3250,12,113
475,3242,12,130
476,3260,12,147
477,3244,12,164
478,3249,12,183
479,3245,12,196
480,3269,12,215
481,3284,12,247
482,3274,12,264
483,3277,12,280
484,3288,12,298
485,3276,12,314
486,3299,12,330
487,3279,12,364
488,3346,12,383
489,3383,13,397
490,3300,13,415
491,3323,13,433
492,3574,13,447
493,3539,13,466
494,3760,13,498
495,3353,13,516
496,3319,13,531
497,3323,13,548
498,3344,13,565
499,3372,13,581
500,3395,13,598
501,3427,13,633
502,3468,13,647
