ID,Datos ECG,Segundos,Milisegundos
196,3526,37,620
197,3641,37,635
198,3741,37,651
199,3754,37,669
200,3676,37,685
201,3428,37,703
202,3214,37,720
203,3128,37,735
204,3116,37,751
205,3100,37,769
206,3131,37,784
207,3161,37,801
208,3174,37,817
209,3207,37,835
210,3232,37,852
211,3242,37,868
212,3229,37,885
213,3220,37,901
214,3229,37,919
215,3248,37,935
216,3275,37,951
217,3286,37,969
218,3294,37,984
219,3296,37,2
220,3301,37,19
221,3309,37,35
222,3309,37,52
223,3326,37,67
224,3334,37,85
225,3337,37,103
226,3352,37,118
227,3417,37,135
228,3462,37,152
229,3391,37,168
230,3347,37,185
231,3541,37,203
232,3575,37,219
233,4023,37,235
234,3403,37,252
235,3336,37,269
236,3353,37,287
237,3366,37,303
238,3391,37,319
239,3403,37,335
240,3431,37,353
241,3473,37,370
242,3532,37,385
243,3628,37,402
244,3745,37,419
245,3788,37,435
246,3754,37,452
247,3575,37,467
248,3318,37,484
249,3205,37,503
250,3160,37,518
251,3167,37,535
252,3183,37,551
253,3221,37,568
254,3233,38,585
255,3275,38,602
256,3293,38,617
257,3299,38,634
258,3305,38,651
259,3285,38,668
260,3299,38,685
261,3310,38,701
262,3328,38,719
263,3343,38,734
264,3346,38,752
265,3364,38,769
266,3346,38,788
267,3374,38,801
268,3367,38,818
269,3393,38,835
270,3389,38,853
271,3393,38,869
272,3435,38,885
273,3464,38,902
274,3490,38,918
275,3398,38,936
276,3381,38,951
277,3693,38,969
278,3458,38,987
279,3717,38,2
280,3432,38,18
281,3380,38,34
282,3376,38,52
283,3416,38,69
284,3435,38,87
285,3454,38,101
286,3490,38,119
287,3523,38,135
288,3598,38,151
289,3727,38,168
290,3838,38,185
291,3876,38,201
292,3774,38,218
293,3503,38,234
294,3235,38,252
295,3133,38,268
296,3106,38,285
297,3092,38,301
298,3108,38,318
299,3115,38,336
300,3153,38,352
301,3165,38,368
302,3181,38,385
303,3169,38,402
304,3162,38,418
305,3153,38,435
306,3139,38,452
307,3145,38,468
308,3142,38,486
309,3157,38,502
310,3173,38,519
311,3178,38,535
312,3176,38,554
313,3170,38,569
314,3178,39,585
315,3188,39,602
316,3295,39,618
317,3291,39,636
318,3278,39,651
319,3169,39,669
320,3184,39,684
321,3612,39,701
322,3318,39,720
323,3361,39,736
324,3245,39,753
325,3192,39,769
326,3215,39,784
327,3246,39,801
328,3282,39,818
329,3316,39,835
330,3372,39,852
331,3404,39,868
332,3478,39,884
333,3610,39,902
334,3705,39,918
335,3707,39,935
336,3591,39,951
337,3326,39,968
338,3105,39,985
339,3044,39,2
340,3015,39,17
341,3026,39,36
342,3066,39,52
343,3100,39,68
344,3129,39,84
345,3155,39,100
346,3163,39,118
347,3170,39,135
348,3181,39,152
349,3192,39,172
350,3204,39,185
351,3208,39,202
352,3223,39,219
353,3230,39,237
354,3250,39,252
355,3261,39,268
356,3278,39,284
357,3287,39,301
358,3289,39,317
359,3281,39,337
360,3342,39,351
361,3383,39,369
362,3438,39,386
363,3352,39,401
364,3327,39,418
365,3594,39,435
366,3395,39,451
367,3792,39,469
368,3367,39,485
369,3339,39,503
370,3336,39,517
371,3346,39,535
372,3368,39,551
373,3397,39,568
374,3426,40,584
375,3482,40,601
376,3540,40,618
377,3645,40,635
378,3747,40,651
379,3782,40,668
380,3723,40,687
381,3497,40,702
382,3287,40,719
383,3192,40,735
384,3154,40,753
385,3151,40,784
386,3158,40,803
387,3196,40,819
388,3216,40,837
389,3243,40,852
390,3247,40,868
391,3240,40,886
392,3240,40,919
393,3232,40,935
394,3242,40,953
395,3266,40,969
396,3284,40,986
397,3282,40,2
398,3294,40,35
399,3297,40,50
400,3289,40,68
401,3302,40,87
402,3339,40,102
403,3336,40,119
404,3345,40,135
405,3404,40,167
406,3419,40,185
407,3471,40,201
408,3380,40,219
409,3379,40,235
410,3695,40,251
411,3461,40,285
412,3692,40,303
413,3422,40,319
414,3384,40,335
415,3396,40,354
416,3416,40,368
417,3437,40,385
418,3453,40,404
419,3496,40,435
420,3547,40,452
421,3642,40,468
422,3742,40,484
423,3859,40,502
424,3878,40,519
425,3789,40,551
426,3523,40,569
427,3290,41,586
428,3194,41,602
429,3159,41,618
430,3159,41,636
431,3175,41,653
432,3193,41,686
433,3216,41,701
434,3236,41,719
435,3232,41,735
436,3254,41,751
437,3245,41,767
438,3232,41,800
439,3234,41,817
440,3247,41,835
441,3249,41,851
442,3260,41,868
443,3258,41,885
444,3252,41,902
445,3250,41,934
446,3249,41,953
447,3255,41,969
448,3263,41,985
449,3356,41,3
450,3350,41,19
451,3361,41,51
452,3249,41,68
453,3247,41,86
454,3608,41,101
455,3316,41,118
456,3485,41,136
457,3298,41,152
458,3238,41,185
459,3248,41,203
460,3278,41,219
461,3295,41,237
462,3330,41,253
463,3370,41,268
464,3420,41,287
465,3507,41,318
466,3638,41,334
467,3746,41,352
468,3776,41,370
469,3671,41,384
470,3402,41,401
471,3152,41,435
472,3061,41,451
473,3039,41,471
474,3054,41,486
475,3084,41,502
476,3111,41,518
477,3135,41,536
478,3155,41,568
479,3164,42,587
480,3154,42,602
481,3174,42,620
482,3175,42,634
483,3193,42,652
484,3192,42,684
485,3194,42,702
486,3214,42,718
487,3236,42,734
488,3253,42,752
489,3261,42,768
490,3252,42,784
491,3259,42,819
492,3266,42,836
493,3281,42,852
494,3364,42,869
495,3375,42,886
496,3408,42,901
497,3295,42,918
498,3298,42,951
499,3646,42,968
500,3420,42,984
501,3566,42,1
502,3342,42,18
503,3307,42,35
504,3307,42,67
505,3330,42,85
506,3364,42,102
507,3400,42,118
508,3433,42,134
509,3495,42,151
510,3567,42,168
511,3672,42,201
512,3775,42,219
513,3797,42,235
514,3699,42,254
515,3470,42,268
516,3288,42,285
517,3168,42,302
518,3147,42,335
519,3143,42,353
520,3175,42,371
521,3212,42,387
522,3234,42,403
523,3244,42,422
524,3230,42,452
525,3221,42,469
526,3227,42,486
527,3230,42,503
528,3249,42,519
529,3253,42,535
530,3270,42,553
531,3264,43,585
532,3259,43,601
533,3281,43,618
534,3290,43,634
535,3291,43,653
536,3299,43,669
537,3295,43,685
538,3297,43,719
539,3326,43,735
540,3406,43,751
541,3463,43,769
542,3388,43,785
543,3325,43,803
544,3498,43,835
545,3504,43,852
546,3976,43,869
547,3419,43,887
548,3341,43,902
549,3347,43,919
550,3364,43,934
551,3376,43,968
552,3397,43,985
553,3432,43,4
554,3478,43,19
555,3552,43,35
556,3638,43,53
557,3763,43,70
558,3820,43,102
559,3785,43,119
560,3618,43,135
561,3368,43,153
562,3244,43,170
563,3179,43,185
564,3169,43,204
565,3184,43,234
566,3202,43,251
567,3235,43,268
568,3247,43,284
569,3250,43,302
570,3245,43,319
571,3249,43,351
572,3242,43,368
573,3260,43,386
574,3271,43,402
575,3277,43,418
576,3273,43,434
577,3279,43,468
578,3268,43,487
579,3280,43,501
580,3304,43,518
581,3303,43,537
582,3306,43,553
583,3321,43,569
584,3333,44,603
585,3407,44,619
586,3437,44,635
587,3345,44,653
588,3333,44,670
589,3507,44,686
590,3452,44,702
591,3846,44,737
592,3435,44,754
593,3314,44,771
594,3326,44,787
595,3357,44,803
596,3367,44,818
597,3384,44,838
598,3411,44,868
599,3462,44,885
600,3531,44,901
601,3647,44,918
602,3776,44,935
603,3832,44,952
604,3794,44,985
605,3554,44,3
606,3290,44,18
607,3144,44,35
608,3112,44,52
609,3085,44,68
610,3109,44,103
611,3114,44,117
612,3155,44,135
613,3177,44,152
614,3203,44,168
615,3204,44,185
616,3171,44,204
617,3168,44,235
618,3171,44,252
619,3182,44,268
620,3193,44,285
621,3198,44,303
622,3219,44,318
623,3219,44,337
624,3220,44,369
625,3218,44,385
626,3231,44,403
627,3242,44,421
628,3260,44,435
629,3298,44,451
630,3327,44,469
631,3379,44,503
632,3312,44,518
633,3266,44,535
634,3485,44,551
635,3328,44,567
636,3821,45,585
637,3337,45,619
638,3270,45,634
639,3290,45,652
640,3306,45,671
641,3329,45,686
642,3360,45,701
643,3371,45,720
644,3407,45,752
645,3493,45,768
646,3587,45,787
647,3719,45,801
648,3775,45,819
649,3722,45,837
650,3530,45,868
651,3294,45,886
652,3181,45,903
653,3152,45,921
654,3144,45,935
655,3170,45,953
656,3184,45,969
657,3203,45,1
658,3227,45,19
659,3233,45,36
660,3236,45,52
661,3255,45,69
662,3242,45,87
663,3240,45,102
664,3244,45,121
665,3253,45,152
666,3267,45,169
667,3273,45,184
668,3276,45,201
669,3277,45,219
670,3278,45,253
671,3293,45,269
672,3298,45,285
673,3324,45,301
674,3417,45,319
675,3430,45,334
676,3388,45,352
677,3293,45,386
678,3355,45,401
679,3677,45,419
680,3798,45,435
681,3487,45,453
682,3336,45,469
683,3319,45,485
684,3328,45,518
685,3346,45,537
686,3376,45,554
687,3426,46,571
688,3444,46,585
689,3502,46,602
690,3595,46,620
691,3712,46,653
692,3800,46,671
693,3800,46,686
694,3667,46,703
695,3404,46,720
696,3220,46,737
697,3174,46,754
698,3166,46,787
699,3170,46,802
700,3201,46,820
701,3212,46,834
702,3228,46,851
703,3222,46,869
704,3233,46,902
705,3245,46,920
706,3249,46,934
707,3261,46,952
708,3257,46,968
709,3269,46,985
710,3267,46,19
711,3287,46,36
712,3282,46,52
713,3309,46,69
714,3302,46,85
715,3310,46,103
716,3315,46,121
717,3334,46,154
718,3408,46,168
719,3446,46,185
720,3387,46,202
721,3329,46,218
722,3412,46,237
723,3659,46,252
724,3798,46,285
725,3460,46,303
726,3347,46,319
727,3333,46,336
728,3360,46,351
729,3375,46,369
730,3385,46,386
731,3425,46,418
732,3471,46,435
733,3538,46,451
734,3657,46,468
735,3767,46,485
736,3850,46,501
737,3826,46,536
738,3629,46,552
739,3343,46,569
740,3181,47,584
741,3121,47,602
742,3105,47,618
743,3080,47,652
744,3118,47,668
745,3141,47,685
746,3175,47,702
747,3187,47,718
748,3187,47,737
749,3161,47,752
750,3152,47,785
751,3164,47,802
752,3165,47,821
753,3177,47,836
754,3196,47,853
755,3187,47,871
756,3185,47,885
757,3203,47,918
758,3199,47,937
759,3219,47,953
760,3236,47,970
761,3287,47,986
762,3317,47,4
763,3352,47,36
764,3265,47,52
765,3238,47,69
766,3511,47,85
767,3210,47,102
768,3674,47,120
769,3326,47,135
770,3265,47,169
771,3279,47,185
772,3303,47,202
773,3323,47,218
774,3361,47,237
