Timestamp,ECG Data
4,1893
7,1886
11,1870
15,1878
19,1872
23,1839
27,1829
31,1865
35,1904
39,1920
43,1917
47,1906
51,1908
55,1916
59,1902
63,1879
67,1887
71,1900
75,1891
79,1837
83,1794
87,1821
91,1873
95,1927
99,1968
103,1961
107,1937
111,1937
115,1971
119,1970
123,1948
127,1927
131,1949
135,1984
139,1998
143,1997
147,2007
151,2032
155,2038
159,2006
163,1977
167,1994
171,1999
175,1943
179,1889
183,1885
187,1936
191,1968
195,2002
199,2011
203,1986
207,1989
211,1998
215,1987
219,1990
223,1980
227,1936
231,1906
235,1936
239,1984
243,1971
247,1869
251,1731
255,1701
259,2214
263,3253
267,4095
271,4095
275,4095
279,4095
283,4095
287,3725
291,2683
295,2098
299,1937
303,1938
307,1929
311,1943
315,1956
319,1936
323,1877
327,1839
331,1840
335,1872
339,1895
343,1878
347,1852
351,1872
355,1898
359,1895
363,1874
367,1883
371,1905
375,1915
379,1927
383,1938
387,1941
391,1940
395,1937
399,1945
403,1968
407,1974
411,1968
415,1975
419,1982
423,1981
427,1969
431,1979
435,1997
439,2002
443,1997
447,2000
451,2021
455,2031
459,2039
463,2053
467,2073
471,2096
475,2097
479,2103
483,2123
487,2137
491,2153
495,2153
499,2171
503,2191
507,2198
511,2202
515,2209
519,2223
523,2221
527,2198
531,2170
535,2143
539,2103
543,2035
547,1984
551,1965
555,1936
559,1901
563,1872
567,1861
571,1851
575,1831
579,1811
583,1821
587,1827
591,1819
595,1814
599,1826
603,1837
607,1831
611,1822
615,1830
619,1838
623,1840
627,1835
631,1842
635,1856
639,1862
643,1857
647,1850
651,1863
655,1871
659,1854
663,1856
667,1863
671,1872
675,1872
679,1868
683,1874
687,1885
691,1873
695,1867
699,1876
703,1890
707,1884
711,1875
715,1875
719,1887
723,1885
727,1874
731,1883
735,1885
739,1888
743,1877
747,1879
751,1891
755,1893
759,1890
763,1891
767,1905
771,1907
775,1899
779,1888
783,1899
787,1903
791,1898
795,1899
799,1904
803,1906
807,1902
811,1889
815,1904
819,1914
823,1911
827,1902
831,1910
835,1920
839,1913
843,1903
847,1905
851,1911
855,1906
859,1904
863,1901
867,1905
871,1911
875,1899
879,1902
883,1914
887,1915
891,1904
895,1903
899,1919
903,1950
907,1968
911,1986
915,2013
919,2019
923,2006
927,1979
931,1968
935,1965
939,1949
943,1920
947,1909
951,1916
955,1919
959,1917
963,1907
967,1919
971,1923
975,1919
979,1911
983,1926
987,1925
991,1920
995,1921
999,1926
1003,1931
1007,1879
1011,1758
1015,1664
1019,1731
1023,2139
1027,2893
1031,4095
1035,4095
1039,4095
1043,4095
1047,3866
1051,2817
1055,2177
1059,1915
1063,1877
1067,1895
1071,1895
1075,1862
1079,1818
1083,1814
1087,1787
1091,1806
1095,1757
1099,1776
1103,1779
1107,1781
1111,1776
1115,1808
1119,1799
1123,1792
1127,1822
1131,1793
1135,1807
1139,1808
1143,1805
1147,1807
1151,1834
1155,1840
1159,1835
1163,1834
1167,1847
1171,1861
1175,1853
1179,1862
1183,1883
1187,1899
1191,1901
1195,1904
1199,1916
1203,1937
1207,1936
1211,1938
1215,1953
1219,1984
1223,1987
1227,1991
1231,2021
1235,2039
1239,2047
1243,2054
1247,2067
1251,2096
1255,2103
1259,2114
1263,2115
1267,2129
1271,2143
1275,2154
1279,2163
1283,2181
1287,2177
1291,2160
1295,2131
1299,2106
1303,2068
1307,2011
1311,1959
1315,1925
1319,1898
1323,1862
1327,1825
1331,1808
1335,1810
1339,1792
1343,1770
1347,1771
1351,1785
1355,1782
1359,1781
1363,1779
1367,1795
1371,1795
1375,1794
1379,1793
1383,1802
1387,1809
1391,1805
1395,1799
1399,1804
1403,1807
1407,1808
1411,1808
1415,1813
1419,1833
1423,1835
1427,1808
1431,1804
1435,1827
1439,1836
1443,1826
1447,1826
1451,1833
1455,1831
1459,1822
1463,1826
1467,1840
1471,1843
1475,1834
1479,1835
1483,1845
1487,1853
1491,1842
1495,1835
1499,1840
1503,1851
1507,1846
1511,1842
1515,1849
1519,1859
1523,1852
1527,1846
1531,1849
1535,1861
1539,1856
1543,1846
1547,1846
1551,1855
1555,1855
1559,1847
1563,1851
1567,1860
1571,1870
1575,1855
1579,1855
1583,1872
1587,1866
1591,1853
1595,1850
1599,1870
1603,1900
1607,1926
1611,1945
1615,1968
1619,1974
1623,1954
1627,1923
1631,1924
1635,1933
1639,1911
1643,1893
1647,1882
1651,1884
1655,1882
1659,1874
1663,1884
1667,1894
1671,1894
1675,1887
1679,1889
1683,1902
1687,1907
1691,1900
1695,1895
