Timestamp,ECG Data
4,1955
7,1953
11,1949
15,1936
19,1933
23,1982
27,1951
31,1952
35,1931
39,1968
43,1940
47,1967
51,1958
55,1983
59,1975
63,1984
67,1979
71,1987
75,1985
79,1987
83,1987
87,1990
91,2007
95,2003
99,2000
103,2005
107,2027
111,2034
115,2029
119,2032
123,2043
127,2067
131,2069
135,2071
139,2075
143,2097
147,2096
151,2112
155,2121
159,2143
163,2147
167,2158
171,2170
175,2192
179,2202
183,2205
187,2219
191,2231
195,2242
199,2243
203,2245
207,2258
211,2270
215,2256
219,2243
223,2225
227,2198
231,2157
235,2112
239,2072
243,2021
247,1987
251,1946
255,1915
259,1901
263,1872
267,1854
271,1844
275,1838
279,1840
283,1827
287,1830
291,1837
295,1840
299,1831
303,1825
307,1840
311,1840
315,1827
319,1834
323,1845
327,1842
331,1840
335,1834
339,1840
343,1840
347,1841
351,1834
355,1830
359,1846
363,1847
367,1845
371,1840
375,1845
379,1841
383,1835
387,1839
391,1843
395,1845
399,1835
403,1826
407,1840
411,1842
415,1840
419,1829
423,1829
427,1839
431,1827
435,1825
439,1827
443,1837
447,1835
451,1823
455,1830
459,1839
463,1841
467,1824
471,1836
475,1845
479,1840
483,1829
487,1831
491,1837
495,1836
499,1827
503,1821
507,1828
511,1835
515,1835
519,1830
523,1839
527,1840
531,1838
535,1842
539,1872
543,1905
547,1907
551,1908
555,1919
559,1925
563,1923
567,1901
571,1904
575,1891
579,1877
583,1849
587,1837
591,1842
595,1846
599,1837
603,1835
607,1837
611,1846
615,1843
619,1841
623,1859
627,1859
631,1853
635,1850
639,1861
643,1867
647,1856
651,1799
655,1702
659,1622
663,1696
667,2078
671,2749
675,3777
679,4095
683,4095
687,4095
691,3279
695,2490
699,2047
703,1895
707,1872
711,1886
715,1855
719,1830
723,1806
727,1792
731,1769
735,1754
739,1760
743,1766
747,1771
751,1762
755,1776
759,1781
763,1786
767,1782
771,1787
775,1807
779,1808
783,1808
787,1808
791,1826
795,1834
799,1827
803,1836
807,1840
811,1854
815,1853
819,1851
823,1872
827,1872
831,1878
835,1882
839,1899
843,1911
847,1921
851,1919
855,1931
859,1952
863,1963
867,1966
871,1977
875,2001
879,2015
883,2025
887,2038
891,2064
895,2086
899,2095
903,2107
907,2126
911,2143
915,2152
919,2158
923,2175
927,2143
931,2193
935,2195
939,2208
943,2215
947,2177
951,2169
955,2139
959,2112
963,2070
967,2042
971,1968
975,1936
979,1906
983,1861
987,1841
991,1835
995,1811
999,1794
1003,1789
1007,1789
1011,1796
1015,1787
1019,1781
1023,1790
1027,1805
1031,1809
1035,1804
1039,1808
1043,1813
1047,1813
1051,1808
1055,1823
1059,1826
1063,1831
1067,1822
1071,1827
1075,1839
1079,1837
1083,1833
1087,1828
1091,1839
1095,1835
1099,1829
1103,1835
1107,1845
1111,1851
1115,1840
1119,1840
1123,1840
1127,1839
1131,1844
1135,1837
1139,1846
1143,1849
1147,1847
1151,1838
1155,1845
1159,1853
1163,1846
1167,1847
1171,1854
1175,1866
1179,1858
1183,1850
1187,1856
1191,1859
1195,1864
1199,1862
1203,1863
1207,1877
1211,1872
1215,1871
1219,1866
1223,1889
1227,1909
1231,1931
1235,1949
1239,1977
1243,1973
1247,1967
1251,1945
1255,1937
1259,1943
1263,1922
1267,1890
1271,1887
1275,1899
1279,1890
1283,1897
1287,1895
1291,1901
1295,1901
1299,1891
1303,1890
1307,1899
1311,1901
1315,1893
1319,1900
1323,1907
1327,1919
1331,1911
1335,1884
1339,1815
1343,1721
1347,1693
1351,1904
1355,2449
1359,3239
1363,4095
1367,4095
1371,4095
1375,3550
1379,2688
1383,2161
1387,1954
1391,1920
1395,1919
1399,1901
1403,1886
1407,1863
1411,1845
1415,1833
1419,1822
1423,1825
1427,1827
1431,1813
1435,1819
1439,1821
1443,1839
1447,1840
1451,1835
1455,1840
1459,1854
1463,1853
1467,1846
1471,1856
1475,1867
1479,1871
1483,1876
1487,1882
1491,1898
1495,1889
1499,1893
1503,1904
1507,1911
1511,1935
1515,1927
1519,1932
1523,1953
1527,1956
1531,1957
1535,1962
1539,1971
1543,1986
1547,2000
1551,2001
1555,2021
1559,2038
1563,2046
1567,2055
1571,2070
1575,2095
1579,2101
1583,2112
1587,2125
1591,2143
1595,2159
1599,2158
1603,2167
1607,2192
1611,2195
1615,2197
1619,2201
1623,2215
1627,2227
1631,2211
1635,2182
1639,2159
1643,2125
1647,2080
1651,2031
1655,1999
1659,1965
1663,1922
1667,1879
1671,1863
1675,1853
1679,1842
1683,1818
1687,1817
1691,1824
1695,1821
1699,1808
1703,1823
1707,1825
1711,1835
1715,1824
1719,1819
1723,1834
1727,1840
1731,1840
1735,1835
1739,1842
1743,1853
1747,1847
1751,1842
1755,1849
1759,1849
1763,1851
1767,1837
1771,1853
1775,1853
1779,1857
1783,1842
1787,1847
1791,1856
1795,1856
1799,1850
1803,1851
1807,1856
1811,1853
1815,1850
1819,1842
1823,1854
1827,1861
1831,1855
1835,1859
1839,1819
1843,1898
1847,1856
1851,1852
1855,1864
1859,1867
1863,1866
1867,1896
1871,1858
1875,1879
1879,1901
1883,1843
1887,1873
1891,1883
1895,1886
1899,1883
1903,1886
1907,1891
1911,1891
1915,1879
1919,1887
1923,1904
1927,1935
1931,1950
1935,1969
1939,1993
1943,1985
1947,1968
1951,1946
1955,1952
1959,1949
1963,1934
1967,1911
1971,1898
1975,1907
1979,1904
1983,1903
1987,1902
1991,1917
1995,1909
1999,1906
2003,1904
2007,1917
2011,1911
2015,1905
2019,1911
2023,1920
2027,1934
2031,1906
2035,1861
2039,1776
2043,1710
2047,1791
2051,2153
2055,2777
2059,3705
2063,4095
2067,4095
2071,3798
2075,2907
2079,2297
2083,2002
2087,1934
2091,1938
2095,1936
2099,1906
2103,1887
2107,1873
2111,1862
2115,1845
2119,1830
2123,1840
2127,1844
2131,1840
2135,1843
2139,1852
2143,1856
2147,1855
2151,1853
2155,1870
2159,1871
2163,1875
2167,1874
2171,1887
2175,1901
2179,1903
2183,1894
2187,1904
2191,1920
2195,1923
2199,1909
2203,1919
2207,1935
2211,1943
2215,1949
2219,1946
2223,1967
2227,1968
2231,1972
2235,1969
2239,1988
2243,2002
2247,2008
2251,2013
2255,2025
2259,2043
2263,2047
2267,2061
2271,2082
2275,2102
2279,2113
2283,2124
2287,2133
2291,2147
2295,2160
2299,2160
2303,2173
2307,2192
2311,2201
2315,2204
2319,2198
2323,2203
2327,2206
2331,2190
2335,2163
2339,2147
2343,2125
2347,2076
2351,2032
2355,1995
2359,1969
2363,1926
2367,1902
2371,1877
2375,1865
2379,1854
2383,1829
2387,1827
2391,1834
2395,1838
2399,1830
2403,1840
2407,1838
2411,1843
2415,1840
2419,1847
2423,1847
2427,1855
2431,1846
2435,1840
2439,1840
2443,1859
2447,1860
2451,1855
2455,1857
2459,1870
2463,1861
2467,1856
2471,1866
2475,1874
2479,1869
2483,1857
2487,1859
2491,1863
2495,1869
2499,1857
2503,1863
2507,1871
2511,1875
2515,1872
2519,1867
2523,1879
2527,1876
2531,1872
2535,1867
2539,1872
2543,1877
2547,1872
2551,1877
2555,1887
2559,1891
2563,1885
2567,1875
2571,1882
2575,1893
2579,1894
2583,1889
2587,1888
2591,1895
2595,1890
2599,1883
2603,1885
2607,1904
2611,1921
2615,1936
2619,1967
2623,1989
2627,1991
2631,1981
2635,1959
2639,1955
2643,1946
2647,1931
2651,1919
2655,1915
2659,1913
2663,1904
2667,1894
2671,1901
2675,1913
2679,1914
2683,1906
2687,1912
2691,1920
2695,1917
2699,1913
2703,1916
2707,1929
2711,1926
2715,1920
2719,1904
2723,1855
2727,1775
2731,1744
2735,1882
2739,2283
2743,2859
2747,3685
2751,4095
2755,3927
2759,3093
2763,2409
2767,2011
2771,1907
2775,1923
2779,1915
2783,1899
2787,1943
2791,1895
2795,1891
2799,1871
2803,1867
2807,1868
2811,1877
2815,1862
2819,1873
2823,1887
2827,1888
2831,1885
2835,1882
2839,1902
2843,1903
2847,1899
2851,1897
2855,1919
2859,1933
2863,1936
2867,1919
2871,1926
2875,1938
2879,1946
2883,1949
2887,1957
2891,1965
2895,1974
2899,1972
2903,1979
2907,1983
2911,1997
2915,2003
2919,2007
2923,2032
2927,2039
2931,2042
2935,2052
2939,2065
2943,2077
2947,2087
2951,2105
2955,2115
2959,2131
2963,2127
2967,2138
2971,2150
2975,2160
2979,2165
2983,2160
2987,2173
2991,2189
2995,2192
2999,2192
3003,2198
3007,2203
3011,2199
3015,2189
3019,2173
3023,2163
3027,2138
3031,2096
3035,2046
3039,2007
3043,1985
3047,1952
3051,1919
3055,1891
3059,1879
3063,1869
3067,1856
3071,1856
3075,1868
3079,1860
3083,1849
3087,1842
3091,1852
3095,1857
3099,1855
3103,1859
3107,1869
3111,1870
3115,1871
3119,1868
3123,1877
3127,1879
3131,1873
3135,1863
3139,1875
3143,1883
3147,1888
3151,1878
3155,1882
3159,1887
3163,1883
3167,1884
3171,1891
3175,1892
3179,1885
3183,1876
3187,1872
3191,1888
3195,1886
3199,1881
3203,1881
3207,1888
3211,1889
3215,1886
3219,1877
3223,1889
3227,1892
3231,1890
3235,1888
3239,1895
3243,1902
3247,1879
3251,1893
3255,1914
3259,1939
3263,1949
3267,1970
3271,1988
3275,1984
3279,1958
3283,1933
3287,1933
3291,1937
3295,1911
3299,1893
3303,1901
3307,1906
3311,1910
3315,1898
3319,1900
3323,1917
3327,1917
3331,1906
3335,1902
3339,1906
3343,1916
3347,1910
3351,1904
3355,1915
3359,1923
3363,1927
3367,1905
3371,1862
3375,1815
3379,1840
3383,1999
3387,2347
3391,2825
3395,3395
3399,3541
3403,3127
3407,2615
3411,2137
3415,1897
3419,1858
3423,1904
3427,1938
3431,1943
3435,1936
3439,1930
3443,1919
3447,1913
3451,1904
3455,1914
3459,1919
3463,1917
3467,1906
3471,1920
3475,1918
3479,1920
3483,1925
3487,1934
3491,1943
3495,1942
3499,1938
3503,1958
3507,1967
3511,1973
3515,1966
3519,1975
3523,1987
3527,2000
3531,1989
3535,1989
3539,2003
3543,2020
3547,2016
3551,2015
3555,2028
3559,2043
3563,2054
3567,2053
3571,2070
3575,2079
3579,2083
3583,2087
3587,2098
3591,2116
3595,2117
3599,2123
3603,2131
3607,2158
3611,2160
3615,2167
3619,2162
3623,2172
3627,2186
3631,2179
3635,2190
3639,2202
3643,2211
3647,2202
3651,2192
3655,2190
3659,2188
3663,2166
3667,2141
3671,2112
3675,2087
3679,2061
3683,2019
3687,1989
3691,1968
3695,1941
3699,1914
3703,1901
3707,1881
3711,1878
3715,1868
3719,1871
3723,1873
3727,1879
3731,1869
3735,1859
3739,1872
3743,1872
3747,1874
3751,1873
3755,1884
3759,1905
3763,1890
3767,1890
3771,1884
3775,1887
3779,1899
3783,1899
3787,1893
3791,1900
3795,1895
3799,1903
3803,1896
3807,1905
3811,1908
3815,1902
3819,1913
3823,1920
3827,1931
3831,1910
3835,1905
3839,1908
3843,1920
3847,1914
3851,1910
3855,1905
3859,1927
3863,1918
3867,1914
3871,1930
3875,1931
3879,1933
3883,1936
3887,1973
3891,1994
3895,1998
3899,1986
3903,1967
3907,1955
3911,1943
3915,1936
3919,1918
3923,1933
3927,1922
3931,1907
3935,1909
3939,1927
3943,1936
3947,1922
3951,1915
3955,1923
3959,1931
3963,1914
3967,1918
3971,1924
3975,1935
3979,1936
3983,1938
3987,1946
3991,1930
3995,1877
3999,1822
4003,1850
4007,2015
4011,2317
4015,2725
4019,3178
4023,3243
4027,2911
4031,2462
4035,2064
4039,1890
4043,1865
4047,1883
4051,1918
4055,1938
4059,1936
4063,1935
4067,1922
4071,1922
4075,1925
4079,1920
4083,1918
4087,1918
4091,1920
4095,1923
4099,1919
4103,1920
4107,1935
4111,1936
4115,1938
4119,1943
4123,1948
4127,1962
4131,1968
4135,1973
4139,1978
4143,1983
4147,1983
4151,1978
4155,1997
4159,2006
4163,2001
4167,1999
4171,2003
4175,2022
4179,2028
4183,2027
4187,2034
4191,2042
4195,2053
4199,2052
4203,2063
4207,2077
4211,2064
4215,2064
4219,2072
4223,2082
4227,2095
4231,2108
4235,2117
4239,2130
4243,2138
4247,2139
4251,2134
4255,2146
4259,2149
4263,2153
4267,2159
4271,2161
4275,2157
4279,2144
4283,2128
4287,2113
4291,2096
4295,2062
4299,2016
4303,1985
4307,1967
4311,1936
4315,1904
4319,1882
4323,1871
4327,1858
4331,1843
4335,1840
4339,1840
4343,1841
4347,1837
4351,1828
4355,1840
4359,1845
4363,1842
4367,1840
4371,1855
4375,1857
4379,1856
4383,1844
4387,1845
4391,1854
4395,1867
4399,1863
4403,1861
4407,1871
4411,1874
4415,1865
4419,1863
4423,1872
4427,1872
4431,1866
4435,1867
4439,1872
4443,1872
4447,1874
4451,1862
4455,1878
4459,1875
4463,1872
4467,1869
4471,1866
4475,1873
4479,1872
4483,1870
4487,1867
4491,1871
4495,1871
4499,1866
4503,1879
4507,1875
4511,1872
4515,1869
4519,1870
4523,1882
4527,1890
4531,1903
4535,1917
4539,1936
4543,1950
4547,1949
4551,1918
4555,1919
4559,1913
4563,1902
4567,1895
4571,1881
4575,1886
4579,1885
4583,1872
4587,1883
4591,1885
4595,1883
4599,1879
4603,1879
4607,1885
4611,1884
4615,1875
4619,1877
4623,1889
4627,1895
4631,1893
4635,1889
4639,1872
4643,1818
4647,1757
4651,1751
4655,1933
4659,2330
4663,2851
4667,3500
4671,3849
4675,3438
4679,2841
4683,2274
4687,1963
4691,1872
4695,1875
4699,1887
4703,1902
4707,1900
4711,1901
